MEMBER_NO,labels
28004,重要挽留客户
14030,一般客户
7968,一般客户
27077,低价值客户
14327,重要保持客户
54612,重要挽留客户
50479,低价值客户
45772,重要保持客户
40229,一般客户
34308,重要发展客户
33661,一般客户
18041,重要挽留客户
55796,一般客户
52052,一般客户
18726,重要挽留客户
42472,一般客户
45938,重要保持客户
29706,重要发展客户
41978,低价值客户
19020,重要挽留客户
50545,低价值客户
26042,低价值客户
26840,一般客户
11287,重要挽留客户
8629,重要挽留客户
41794,一般客户
33881,一般客户
37461,重要保持客户
62221,重要发展客户
30931,重要挽留客户
60269,重要保持客户
11912,重要发展客户
5450,低价值客户
32911,一般客户
60811,低价值客户
13600,重要发展客户
20802,重要挽留客户
26719,重要挽留客户
34219,低价值客户
47847,低价值客户
30547,重要挽留客户
53635,一般客户
37569,低价值客户
52300,低价值客户
27694,重要挽留客户
4035,重要保持客户
1460,重要发展客户
50001,低价值客户
38358,重要挽留客户
47745,一般客户
38117,重要挽留客户
5906,低价值客户
9883,重要保持客户
46765,低价值客户
36813,一般客户
14478,一般客户
28352,重要发展客户
56310,重要挽留客户
7371,低价值客户
8971,重要挽留客户
51477,低价值客户
45010,重要挽留客户
29063,重要挽留客户
481,低价值客户
1875,重要保持客户
13728,一般客户
33418,重要发展客户
7238,一般客户
25667,低价值客户
55288,重要挽留客户
24403,低价值客户
415,低价值客户
3573,低价值客户
41362,一般客户
10707,低价值客户
14424,一般客户
8761,重要挽留客户
54719,重要保持客户
53492,重要挽留客户
9569,重要保持客户
24372,一般客户
52704,低价值客户
35484,重要保持客户
61753,低价值客户
47353,重要挽留客户
33845,重要发展客户
62774,重要挽留客户
61764,重要保持客户
18842,一般客户
50928,一般客户
35683,一般客户
46436,重要发展客户
62766,重要保持客户
26949,重要挽留客户
44897,重要挽留客户
35646,重要发展客户
2326,重要挽留客户
31105,一般客户
7697,一般客户
10616,重要发展客户
58471,低价值客户
6936,低价值客户
60371,重要发展客户
26856,重要挽留客户
22052,重要挽留客户
7177,低价值客户
16579,低价值客户
5118,低价值客户
46407,低价值客户
55090,重要挽留客户
7436,重要发展客户
664,重要发展客户
52206,一般客户
46162,重要挽留客户
21266,重要发展客户
32336,低价值客户
59829,低价值客户
28777,低价值客户
6750,一般客户
16824,重要发展客户
2782,重要挽留客户
28076,重要挽留客户
57575,低价值客户
44561,重要挽留客户
52990,一般客户
35482,重要挽留客户
24853,低价值客户
58510,低价值客户
15747,低价值客户
3223,重要挽留客户
59230,低价值客户
34683,一般客户
16907,低价值客户
61297,低价值客户
61292,低价值客户
10483,低价值客户
51397,一般客户
14952,低价值客户
61461,低价值客户
8435,重要挽留客户
41845,重要发展客户
61197,低价值客户
53294,重要挽留客户
15916,一般客户
23960,低价值客户
27201,一般客户
8067,低价值客户
47119,重要挽留客户
35581,重要挽留客户
23884,重要保持客户
44287,低价值客户
14819,一般客户
39376,重要挽留客户
30021,重要挽留客户
48517,重要保持客户
23742,低价值客户
16418,低价值客户
39466,一般客户
37143,重要挽留客户
51049,低价值客户
45840,重要挽留客户
46596,一般客户
55502,低价值客户
52689,一般客户
46165,重要挽留客户
23174,一般客户
18267,重要保持客户
22611,低价值客户
4719,一般客户
42424,低价值客户
10527,重要发展客户
36285,一般客户
51040,一般客户
15082,低价值客户
43262,低价值客户
13494,重要发展客户
31476,一般客户
8225,低价值客户
32519,一般客户
38524,重要挽留客户
8956,一般客户
62967,重要发展客户
9695,重要挽留客户
48744,低价值客户
49863,低价值客户
8271,低价值客户
43991,一般客户
35189,一般客户
268,低价值客户
10558,低价值客户
32683,一般客户
52264,低价值客户
17503,一般客户
46698,低价值客户
56990,重要发展客户
33100,重要发展客户
33771,低价值客户
43359,重要发展客户
46896,一般客户
19214,重要挽留客户
61391,低价值客户
47879,一般客户
48190,重要挽留客户
40375,一般客户
20712,一般客户
27706,重要挽留客户
522,低价值客户
7726,重要保持客户
33918,一般客户
9461,重要保持客户
34504,低价值客户
9655,重要挽留客户
29810,重要挽留客户
37775,低价值客户
43631,低价值客户
23220,低价值客户
1798,一般客户
29070,重要挽留客户
16251,低价值客户
13814,重要发展客户
49330,一般客户
44557,重要挽留客户
7420,一般客户
27996,重要挽留客户
32787,低价值客户
60643,重要发展客户
42209,低价值客户
52075,低价值客户
37029,重要挽留客户
2460,重要挽留客户
15249,一般客户
54486,低价值客户
11952,低价值客户
53575,重要挽留客户
3799,重要保持客户
26015,低价值客户
34580,重要挽留客户
2494,一般客户
28073,重要挽留客户
20504,一般客户
16231,低价值客户
19253,重要发展客户
22479,低价值客户
22511,低价值客户
40320,重要保持客户
43464,重要发展客户
5398,一般客户
51250,一般客户
29498,重要挽留客户
50568,一般客户
49551,低价值客户
1416,一般客户
8051,低价值客户
61331,低价值客户
50594,低价值客户
36511,低价值客户
51035,低价值客户
33334,低价值客户
26003,重要保持客户
56489,重要挽留客户
36134,低价值客户
45279,低价值客户
44854,重要保持客户
23954,低价值客户
55849,低价值客户
40266,重要发展客户
48362,重要保持客户
979,重要挽留客户
21612,重要挽留客户
8285,重要发展客户
44761,重要保持客户
13891,低价值客户
48718,重要挽留客户
56804,重要保持客户
9207,一般客户
3458,重要挽留客户
47246,重要挽留客户
25643,低价值客户
49557,低价值客户
26255,一般客户
38961,重要挽留客户
7936,低价值客户
25314,低价值客户
22485,低价值客户
37082,重要挽留客户
52046,低价值客户
30162,低价值客户
3016,低价值客户
53438,重要发展客户
11705,一般客户
16148,低价值客户
35451,重要挽留客户
14935,低价值客户
41781,重要发展客户
39160,重要保持客户
42621,低价值客户
31710,低价值客户
42718,低价值客户
62082,一般客户
28036,重要挽留客户
60815,一般客户
21263,一般客户
59138,低价值客户
21426,一般客户
8199,一般客户
29105,重要挽留客户
4808,重要发展客户
971,重要保持客户
41549,一般客户
33459,低价值客户
36028,低价值客户
52793,一般客户
62866,重要挽留客户
18283,低价值客户
57202,重要挽留客户
53010,一般客户
48645,重要挽留客户
28128,重要挽留客户
57966,低价值客户
21258,重要挽留客户
11880,一般客户
31509,低价值客户
36788,重要挽留客户
19859,一般客户
21102,重要挽留客户
25210,低价值客户
24943,低价值客户
35734,重要挽留客户
50689,低价值客户
36846,重要挽留客户
54972,重要挽留客户
16704,一般客户
6838,低价值客户
1907,低价值客户
7445,一般客户
41606,低价值客户
38040,重要挽留客户
3459,一般客户
284,低价值客户
40358,低价值客户
43689,一般客户
32776,低价值客户
9731,重要发展客户
36746,一般客户
18820,重要挽留客户
42739,一般客户
16138,重要发展客户
7944,低价值客户
58830,低价值客户
49866,一般客户
18723,重要挽留客户
43272,低价值客户
22817,低价值客户
53430,低价值客户
52746,一般客户
25217,低价值客户
28539,重要发展客户
43599,低价值客户
23766,一般客户
44696,重要挽留客户
19311,重要保持客户
61941,一般客户
10080,重要挽留客户
13954,低价值客户
34420,重要发展客户
50405,低价值客户
24515,一般客户
29491,重要发展客户
13266,重要发展客户
23136,低价值客户
37085,重要挽留客户
57332,重要挽留客户
57960,重要挽留客户
18940,重要挽留客户
12415,重要挽留客户
60490,一般客户
34385,低价值客户
18669,一般客户
5603,低价值客户
25856,一般客户
37500,重要发展客户
24004,低价值客户
27853,重要挽留客户
30725,低价值客户
38259,重要挽留客户
40711,重要保持客户
35383,低价值客户
32027,低价值客户
27914,重要挽留客户
45075,重要保持客户
56798,重要挽留客户
3498,重要挽留客户
53524,重要发展客户
25368,低价值客户
41934,重要发展客户
58138,低价值客户
14703,低价值客户
21535,重要挽留客户
51354,低价值客户
53934,重要保持客户
33265,低价值客户
36453,一般客户
4203,重要保持客户
57122,重要发展客户
2353,重要挽留客户
38687,重要挽留客户
22299,一般客户
35586,重要保持客户
61546,一般客户
54101,低价值客户
44054,一般客户
59168,低价值客户
40866,低价值客户
60482,重要保持客户
40276,一般客户
13913,一般客户
58954,重要保持客户
14899,一般客户
41044,重要发展客户
53642,重要挽留客户
60256,重要发展客户
2728,重要发展客户
30991,低价值客户
42070,低价值客户
3655,一般客户
41259,低价值客户
35314,重要保持客户
37125,重要挽留客户
36241,一般客户
41490,一般客户
39933,重要挽留客户
918,重要挽留客户
32041,低价值客户
45366,一般客户
50469,低价值客户
61780,重要发展客户
1299,重要挽留客户
26253,重要挽留客户
53252,低价值客户
51026,一般客户
8098,低价值客户
12736,重要发展客户
33613,低价值客户
4101,低价值客户
48538,重要挽留客户
36806,重要保持客户
39256,一般客户
25354,一般客户
31508,一般客户
12695,重要挽留客户
27487,重要保持客户
30549,低价值客户
50475,低价值客户
36256,低价值客户
7419,低价值客户
6236,低价值客户
8372,重要保持客户
19250,重要挽留客户
16188,重要发展客户
2715,重要挽留客户
7942,重要发展客户
43265,低价值客户
15959,一般客户
8484,重要挽留客户
21498,重要发展客户
20261,重要挽留客户
2,重要挽留客户
61916,重要发展客户
23327,低价值客户
47530,一般客户
52271,低价值客户
33198,一般客户
40081,重要挽留客户
1726,低价值客户
14686,低价值客户
40104,重要发展客户
28935,低价值客户
113,低价值客户
21172,重要发展客户
27986,重要挽留客户
54617,重要挽留客户
21080,重要发展客户
14943,一般客户
35372,低价值客户
47966,重要挽留客户
34360,低价值客户
31818,重要发展客户
60360,重要发展客户
14968,一般客户
47497,重要挽留客户
32130,低价值客户
17607,重要挽留客户
40690,低价值客户
27897,重要挽留客户
23089,重要保持客户
36780,重要保持客户
35629,重要挽留客户
18093,重要挽留客户
50079,一般客户
32578,低价值客户
25969,低价值客户
15745,重要发展客户
809,重要挽留客户
502,低价值客户
4869,重要发展客户
13517,重要保持客户
21129,重要发展客户
62450,重要保持客户
24248,重要挽留客户
57515,低价值客户
37284,重要挽留客户
25014,重要发展客户
40401,一般客户
61893,低价值客户
31808,低价值客户
1066,重要挽留客户
42888,低价值客户
48437,重要挽留客户
44829,重要挽留客户
21447,低价值客户
52832,低价值客户
35962,重要挽留客户
49626,一般客户
17088,重要发展客户
37177,重要挽留客户
48392,低价值客户
12306,重要挽留客户
32695,低价值客户
13214,低价值客户
44625,重要挽留客户
51863,低价值客户
23682,低价值客户
51873,低价值客户
13344,重要发展客户
62736,重要挽留客户
58987,重要发展客户
41604,一般客户
26436,重要发展客户
26043,低价值客户
12079,重要挽留客户
38011,重要挽留客户
61145,一般客户
53572,重要挽留客户
15695,重要发展客户
9037,低价值客户
35827,重要挽留客户
16108,一般客户
42203,重要保持客户
5232,一般客户
36251,低价值客户
42329,低价值客户
20015,低价值客户
62696,重要挽留客户
42387,一般客户
61857,低价值客户
49915,低价值客户
42760,重要发展客户
59632,一般客户
42348,低价值客户
61859,低价值客户
39081,重要发展客户
52008,重要发展客户
29431,一般客户
58290,低价值客户
18604,低价值客户
4261,重要发展客户
26545,低价值客户
47568,重要挽留客户
19760,低价值客户
31625,低价值客户
44075,低价值客户
29029,一般客户
8470,重要挽留客户
4757,一般客户
19134,重要保持客户
47702,重要挽留客户
17706,重要挽留客户
30304,重要挽留客户
14850,一般客户
36932,重要挽留客户
28003,一般客户
37703,低价值客户
50738,重要保持客户
38479,重要挽留客户
46132,重要挽留客户
61438,低价值客户
16913,重要保持客户
8897,重要挽留客户
10579,重要保持客户
11394,重要发展客户
57591,重要发展客户
12390,重要挽留客户
32046,一般客户
41032,低价值客户
514,重要发展客户
43256,低价值客户
34585,一般客户
41281,重要保持客户
45184,一般客户
47332,重要挽留客户
56954,重要挽留客户
43090,低价值客户
30215,一般客户
33528,一般客户
22215,重要保持客户
24200,低价值客户
54952,重要挽留客户
49513,低价值客户
55085,重要挽留客户
16406,低价值客户
49171,低价值客户
37235,重要挽留客户
56735,重要挽留客户
31288,低价值客户
51280,低价值客户
41695,低价值客户
48756,一般客户
1322,重要挽留客户
7721,重要发展客户
8517,重要挽留客户
19854,低价值客户
60772,一般客户
24757,低价值客户
5840,低价值客户
47861,一般客户
1935,低价值客户
17903,重要保持客户
45129,低价值客户
6461,低价值客户
43346,一般客户
9537,重要挽留客户
44503,低价值客户
5489,重要保持客户
30761,重要保持客户
47860,重要挽留客户
35724,重要挽留客户
59086,低价值客户
34087,低价值客户
13985,低价值客户
10186,重要挽留客户
18281,低价值客户
50980,重要发展客户
31287,低价值客户
24628,一般客户
39125,重要挽留客户
48229,重要挽留客户
6019,重要发展客户
46547,低价值客户
41118,低价值客户
13557,重要发展客户
27492,低价值客户
31968,低价值客户
32143,低价值客户
57159,一般客户
54910,重要保持客户
19560,低价值客户
55652,低价值客户
46175,重要挽留客户
19708,一般客户
4395,重要保持客户
9024,低价值客户
58632,低价值客户
54280,低价值客户
27317,低价值客户
5146,低价值客户
50770,低价值客户
12876,一般客户
9531,重要挽留客户
29169,一般客户
12341,重要挽留客户
62512,重要挽留客户
22254,一般客户
7702,一般客户
11866,重要挽留客户
7468,重要发展客户
47984,重要挽留客户
24640,低价值客户
1314,重要发展客户
19579,一般客户
45922,重要挽留客户
22270,一般客户
3195,重要挽留客户
62233,低价值客户
32205,低价值客户
40720,低价值客户
19163,重要挽留客户
1704,低价值客户
2159,重要挽留客户
30269,重要保持客户
21462,重要发展客户
41624,低价值客户
69,一般客户
9143,低价值客户
52096,低价值客户
19141,重要挽留客户
26257,低价值客户
21502,重要挽留客户
40568,低价值客户
28742,一般客户
54290,一般客户
36705,一般客户
19548,低价值客户
20299,重要保持客户
5061,低价值客户
49009,重要发展客户
21154,重要挽留客户
61004,低价值客户
57264,重要保持客户
37230,重要挽留客户
27330,低价值客户
51163,一般客户
9920,重要挽留客户
54312,一般客户
18290,一般客户
34910,一般客户
60070,重要保持客户
46268,重要挽留客户
8842,重要挽留客户
20153,重要保持客户
7253,低价值客户
21770,重要挽留客户
45323,低价值客户
10580,一般客户
10865,低价值客户
12313,重要挽留客户
45408,低价值客户
49407,低价值客户
35390,低价值客户
55166,重要保持客户
37005,重要挽留客户
7636,重要挽留客户
15941,一般客户
56524,重要挽留客户
37678,一般客户
1578,低价值客户
48845,一般客户
11078,重要挽留客户
13834,低价值客户
3991,低价值客户
54872,重要挽留客户
23507,低价值客户
36303,一般客户
46717,低价值客户
51195,低价值客户
46443,低价值客户
47253,重要挽留客户
45705,重要挽留客户
2000,重要挽留客户
35375,低价值客户
57466,重要发展客户
27373,低价值客户
22864,低价值客户
12975,重要挽留客户
2247,重要挽留客户
53066,低价值客户
59754,低价值客户
38482,重要挽留客户
23945,低价值客户
36117,重要发展客户
7290,低价值客户
32918,一般客户
37034,重要挽留客户
61715,低价值客户
38173,重要挽留客户
31633,低价值客户
18864,重要挽留客户
6697,一般客户
36665,重要挽留客户
36493,低价值客户
57126,重要挽留客户
52582,低价值客户
23376,重要发展客户
45638,重要挽留客户
13842,低价值客户
9304,一般客户
33552,低价值客户
27172,低价值客户
62395,重要发展客户
22539,低价值客户
17881,重要挽留客户
62621,重要挽留客户
32874,一般客户
21233,一般客户
12333,重要挽留客户
42567,一般客户
58021,重要挽留客户
45884,重要挽留客户
9079,低价值客户
61906,低价值客户
53214,重要保持客户
36455,一般客户
33983,一般客户
61888,低价值客户
23052,低价值客户
26203,一般客户
8246,重要保持客户
41743,一般客户
18830,重要保持客户
34576,低价值客户
33941,低价值客户
24721,低价值客户
53564,重要挽留客户
11165,重要挽留客户
40775,低价值客户
9614,重要保持客户
44123,低价值客户
39777,一般客户
19850,重要发展客户
12310,一般客户
51112,一般客户
17890,重要挽留客户
55175,一般客户
29926,重要发展客户
40146,重要保持客户
27097,低价值客户
13356,低价值客户
61787,低价值客户
15693,重要发展客户
20217,重要挽留客户
20624,重要挽留客户
16646,重要保持客户
57148,重要挽留客户
40417,一般客户
57648,重要发展客户
19838,一般客户
21427,重要挽留客户
12754,重要挽留客户
25925,重要保持客户
55482,重要保持客户
14867,重要保持客户
60911,一般客户
31950,一般客户
44051,重要保持客户
50306,低价值客户
49139,一般客户
12748,低价值客户
19927,重要发展客户
41730,低价值客户
17205,低价值客户
1985,低价值客户
55129,重要发展客户
6075,低价值客户
10620,低价值客户
40491,一般客户
8482,重要挽留客户
41106,一般客户
30513,重要发展客户
19784,低价值客户
18279,低价值客户
36670,重要挽留客户
31918,低价值客户
7041,低价值客户
26661,重要挽留客户
35028,一般客户
18853,重要保持客户
45087,低价值客户
26479,低价值客户
25047,低价值客户
4602,重要发展客户
15790,低价值客户
51185,重要发展客户
44145,重要发展客户
60543,重要发展客户
55532,重要发展客户
55196,重要挽留客户
20030,低价值客户
9113,低价值客户
18406,低价值客户
38455,重要挽留客户
4995,低价值客户
39881,低价值客户
26722,重要挽留客户
58651,重要发展客户
51848,低价值客户
58012,重要挽留客户
58458,低价值客户
42184,一般客户
2242,一般客户
3449,一般客户
57070,重要挽留客户
36004,重要挽留客户
54030,重要保持客户
11877,重要挽留客户
45456,一般客户
47251,重要保持客户
11112,重要挽留客户
13764,低价值客户
50218,低价值客户
47047,低价值客户
26044,重要发展客户
54815,重要挽留客户
51117,低价值客户
192,低价值客户
1172,重要发展客户
51432,低价值客户
55276,重要挽留客户
57635,一般客户
35068,低价值客户
2520,重要发展客户
29153,重要挽留客户
44541,重要挽留客户
22618,低价值客户
41159,低价值客户
42502,一般客户
34718,重要发展客户
62590,重要保持客户
14237,重要发展客户
22514,重要发展客户
47109,重要保持客户
18794,重要挽留客户
12929,低价值客户
7044,重要发展客户
13899,一般客户
15348,低价值客户
19747,一般客户
46500,低价值客户
38512,一般客户
29914,重要保持客户
16078,低价值客户
31255,低价值客户
28579,一般客户
61024,一般客户
40477,低价值客户
23213,低价值客户
28560,低价值客户
38196,重要发展客户
35430,重要挽留客户
26872,重要挽留客户
41591,低价值客户
7457,低价值客户
30819,低价值客户
42109,重要发展客户
50335,重要保持客户
44922,重要挽留客户
38923,一般客户
60367,低价值客户
4578,重要保持客户
33870,一般客户
32267,低价值客户
18096,重要保持客户
54696,重要挽留客户
29411,重要挽留客户
5904,低价值客户
16378,重要保持客户
39909,重要发展客户
48005,重要挽留客户
34286,低价值客户
8412,重要挽留客户
9338,低价值客户
44420,低价值客户
2052,重要挽留客户
57087,重要挽留客户
62289,一般客户
4568,低价值客户
50696,低价值客户
6035,重要发展客户
40339,低价值客户
38400,重要挽留客户
53409,低价值客户
48965,重要挽留客户
15915,低价值客户
10703,低价值客户
2436,低价值客户
18826,重要保持客户
1278,一般客户
48553,一般客户
4289,重要保持客户
44852,重要挽留客户
49501,重要发展客户
14517,低价值客户
14214,低价值客户
9679,重要挽留客户
61539,重要保持客户
2335,重要挽留客户
39321,重要保持客户
55674,低价值客户
32622,一般客户
1032,一般客户
42782,一般客户
60346,低价值客户
58265,低价值客户
20065,低价值客户
14187,一般客户
57796,一般客户
39359,重要挽留客户
13381,低价值客户
54718,重要挽留客户
34916,低价值客户
18628,低价值客户
10262,一般客户
45417,低价值客户
48505,重要发展客户
17630,重要挽留客户
21185,重要挽留客户
42874,重要保持客户
12005,重要挽留客户
1093,重要发展客户
6114,一般客户
58465,低价值客户
62619,重要保持客户
27130,低价值客户
37565,一般客户
7722,低价值客户
3994,重要挽留客户
12498,重要挽留客户
18322,低价值客户
4535,低价值客户
51944,低价值客户
52340,重要发展客户
27415,低价值客户
37016,重要发展客户
18747,重要挽留客户
4695,低价值客户
44741,重要挽留客户
39598,重要发展客户
53902,重要挽留客户
2621,重要保持客户
38898,重要挽留客户
33930,一般客户
17760,重要挽留客户
1073,重要保持客户
2212,重要挽留客户
4059,重要保持客户
7819,低价值客户
47045,低价值客户
4120,一般客户
37805,一般客户
38349,低价值客户
52937,低价值客户
62514,重要挽留客户
50559,重要发展客户
42064,一般客户
29964,重要挽留客户
51149,低价值客户
10552,重要发展客户
49215,重要保持客户
243,一般客户
15515,低价值客户
42536,低价值客户
30268,重要挽留客户
16576,低价值客户
55369,重要挽留客户
27669,重要挽留客户
30841,重要发展客户
39470,重要挽留客户
21707,一般客户
61872,低价值客户
902,一般客户
38225,重要保持客户
24537,重要发展客户
46924,低价值客户
33272,低价值客户
38116,重要挽留客户
62893,重要保持客户
46417,低价值客户
60976,低价值客户
58416,一般客户
4141,低价值客户
48637,低价值客户
18571,重要发展客户
60351,低价值客户
18710,重要挽留客户
51789,低价值客户
18159,一般客户
2764,重要挽留客户
61255,低价值客户
13260,一般客户
31845,低价值客户
14376,重要保持客户
39309,重要挽留客户
49825,一般客户
11448,重要挽留客户
13477,一般客户
9875,重要挽留客户
10485,低价值客户
30589,重要挽留客户
27982,重要挽留客户
12868,重要挽留客户
50867,低价值客户
62643,重要挽留客户
45436,低价值客户
60978,一般客户
21718,重要保持客户
43335,低价值客户
60547,低价值客户
58931,低价值客户
55545,重要保持客户
7825,低价值客户
43386,低价值客户
35345,重要发展客户
25744,重要发展客户
58364,低价值客户
23667,低价值客户
55678,低价值客户
28337,重要挽留客户
5777,低价值客户
57529,重要挽留客户
35226,低价值客户
33062,低价值客户
29192,重要挽留客户
44588,重要挽留客户
26313,低价值客户
34270,低价值客户
53544,重要发展客户
17147,低价值客户
4055,一般客户
1412,低价值客户
40450,低价值客户
39230,重要保持客户
3754,低价值客户
7602,低价值客户
7490,低价值客户
1266,重要挽留客户
14226,低价值客户
9508,重要挽留客户
57956,低价值客户
44754,重要挽留客户
35045,重要发展客户
6789,重要发展客户
23093,一般客户
19969,低价值客户
15355,重要发展客户
29433,重要保持客户
16569,低价值客户
44664,重要挽留客户
14838,低价值客户
6241,低价值客户
57492,重要发展客户
15514,低价值客户
16960,低价值客户
32748,低价值客户
50186,低价值客户
57128,重要发展客户
15379,一般客户
15211,低价值客户
7051,一般客户
25059,一般客户
18958,重要挽留客户
147,低价值客户
22779,低价值客户
44717,重要挽留客户
25004,一般客户
18328,低价值客户
27271,低价值客户
2559,重要挽留客户
49748,重要保持客户
23597,一般客户
24203,低价值客户
552,重要挽留客户
50115,低价值客户
43392,低价值客户
29626,重要保持客户
43190,低价值客户
21231,低价值客户
46620,低价值客户
13330,低价值客户
20240,重要挽留客户
56234,重要挽留客户
19375,重要挽留客户
31064,重要保持客户
52485,低价值客户
28262,重要挽留客户
17836,重要挽留客户
52155,一般客户
32626,低价值客户
17932,重要挽留客户
31104,低价值客户
55845,低价值客户
36943,重要挽留客户
23806,低价值客户
58329,低价值客户
56613,重要挽留客户
37480,一般客户
52024,低价值客户
61784,重要发展客户
8237,重要挽留客户
34501,低价值客户
20756,重要挽留客户
26444,一般客户
10808,低价值客户
43665,一般客户
23095,低价值客户
7689,一般客户
31306,低价值客户
533,重要挽留客户
40361,重要发展客户
8755,重要挽留客户
23301,重要发展客户
38468,重要挽留客户
38390,重要挽留客户
5066,低价值客户
20715,重要挽留客户
6158,重要发展客户
41583,低价值客户
19431,重要挽留客户
59972,一般客户
33559,低价值客户
40629,重要发展客户
50953,低价值客户
32908,低价值客户
62984,重要保持客户
15213,低价值客户
15516,低价值客户
53909,重要挽留客户
28521,低价值客户
49777,低价值客户
47589,一般客户
12087,重要挽留客户
3544,重要发展客户
59762,低价值客户
50486,一般客户
5024,低价值客户
13671,低价值客户
21216,重要保持客户
42469,低价值客户
30748,重要挽留客户
61892,低价值客户
25877,低价值客户
13831,重要保持客户
23355,低价值客户
37110,重要挽留客户
11107,重要发展客户
44260,重要挽留客户
53917,重要挽留客户
19839,低价值客户
39299,重要挽留客户
31886,重要发展客户
52461,重要发展客户
49201,重要挽留客户
42893,重要保持客户
41939,重要发展客户
11023,重要挽留客户
14164,低价值客户
44104,重要发展客户
11003,重要挽留客户
33733,低价值客户
18850,重要挽留客户
19119,重要挽留客户
49767,一般客户
21775,重要挽留客户
6522,低价值客户
12118,重要保持客户
27005,重要挽留客户
36671,重要挽留客户
1701,重要发展客户
41079,一般客户
37637,低价值客户
57390,重要挽留客户
3639,重要挽留客户
45236,一般客户
57586,重要挽留客户
54184,低价值客户
16407,重要发展客户
18021,重要挽留客户
7439,低价值客户
54603,重要挽留客户
11179,重要挽留客户
54636,重要挽留客户
22575,低价值客户
3477,重要发展客户
44203,重要挽留客户
59761,一般客户
27842,重要保持客户
42978,一般客户
34645,重要保持客户
47982,重要挽留客户
48874,重要保持客户
51715,低价值客户
15149,低价值客户
51896,重要保持客户
50416,重要保持客户
33862,一般客户
26234,一般客户
48379,重要保持客户
59616,低价值客户
13624,低价值客户
31981,低价值客户
54962,重要挽留客户
61237,低价值客户
1976,低价值客户
37102,重要挽留客户
5876,低价值客户
33215,重要发展客户
32892,一般客户
25137,低价值客户
55053,一般客户
8321,低价值客户
50284,低价值客户
48368,重要挽留客户
2294,重要挽留客户
22142,一般客户
38155,重要挽留客户
101,低价值客户
6155,重要发展客户
34382,重要保持客户
45181,低价值客户
55949,重要发展客户
41401,低价值客户
46343,重要挽留客户
39712,低价值客户
11127,重要挽留客户
50863,一般客户
21501,重要保持客户
45141,一般客户
31364,一般客户
46563,重要发展客户
53209,重要发展客户
44817,重要保持客户
47813,重要挽留客户
22973,重要发展客户
43037,低价值客户
40717,重要发展客户
61734,低价值客户
28672,重要发展客户
18601,低价值客户
25247,低价值客户
10331,低价值客户
161,低价值客户
166,低价值客户
59478,一般客户
31713,一般客户
21039,重要挽留客户
14873,低价值客户
53225,一般客户
30945,低价值客户
8035,重要发展客户
36446,低价值客户
1186,一般客户
57312,重要发展客户
14752,一般客户
31850,重要发展客户
50712,一般客户
28945,低价值客户
1491,低价值客户
37753,低价值客户
24984,一般客户
27064,重要挽留客户
46126,重要挽留客户
25530,低价值客户
47926,重要挽留客户
21664,重要发展客户
44138,重要发展客户
47677,重要挽留客户
3431,重要挽留客户
6568,低价值客户
20455,重要挽留客户
3995,一般客户
12841,低价值客户
4411,低价值客户
21928,重要发展客户
52583,重要发展客户
39953,一般客户
12865,一般客户
12039,一般客户
50912,低价值客户
48556,重要挽留客户
43143,低价值客户
39752,低价值客户
14800,低价值客户
35254,重要挽留客户
16526,一般客户
30784,重要挽留客户
60066,低价值客户
61430,一般客户
62679,重要挽留客户
58275,一般客户
14453,低价值客户
60189,一般客户
56474,重要挽留客户
24664,一般客户
56448,重要挽留客户
707,重要保持客户
13291,低价值客户
40897,一般客户
55289,重要挽留客户
1673,低价值客户
55623,低价值客户
33653,低价值客户
36178,重要发展客户
48455,一般客户
17558,低价值客户
59596,一般客户
4679,低价值客户
17556,低价值客户
14427,低价值客户
11903,重要挽留客户
198,低价值客户
2339,重要挽留客户
29318,重要挽留客户
9012,低价值客户
62925,重要挽留客户
38132,重要保持客户
54383,一般客户
21987,一般客户
42608,重要发展客户
57968,重要挽留客户
31415,一般客户
39030,重要挽留客户
11668,一般客户
38790,重要挽留客户
32725,低价值客户
54521,低价值客户
23242,一般客户
34949,低价值客户
49372,低价值客户
61594,一般客户
4074,一般客户
27907,重要挽留客户
15787,低价值客户
58920,一般客户
30997,低价值客户
49471,重要发展客户
61799,低价值客户
37242,重要挽留客户
50471,一般客户
57258,重要挽留客户
39061,重要挽留客户
50412,一般客户
52111,一般客户
24566,低价值客户
62453,重要发展客户
1138,重要挽留客户
11182,一般客户
36217,重要发展客户
46334,重要挽留客户
19928,低价值客户
32233,低价值客户
14887,重要发展客户
28878,低价值客户
50757,低价值客户
14953,低价值客户
20449,重要挽留客户
50066,一般客户
11042,重要挽留客户
37782,低价值客户
53928,重要挽留客户
41849,低价值客户
61267,重要发展客户
55580,低价值客户
49474,低价值客户
13207,低价值客户
49563,低价值客户
16750,一般客户
31893,低价值客户
20994,重要发展客户
1483,一般客户
8873,重要挽留客户
5865,重要发展客户
56697,重要挽留客户
62324,一般客户
42957,重要发展客户
51527,低价值客户
5551,低价值客户
23109,重要发展客户
40954,低价值客户
59308,低价值客户
55172,重要挽留客户
44590,重要挽留客户
11717,重要挽留客户
47011,低价值客户
15709,一般客户
12392,低价值客户
27771,重要挽留客户
38028,重要挽留客户
899,重要发展客户
12886,重要挽留客户
6673,低价值客户
42555,一般客户
9427,低价值客户
48714,重要挽留客户
50404,重要保持客户
9224,一般客户
28263,重要挽留客户
36288,低价值客户
